Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-01 00:00:00-04:00,90.28765869140625,90.33497493415541,89.53999273872088,90.28765869140625,8911900,0.0,0.0
2017-06-02 00:00:00-04:00,90.29713212443109,91.0353319999965,90.29713212443109,90.99747467041016,8570200,0.0,0.0
2017-06-05 00:00:00-04:00,91.15836737639063,91.41389533794607,90.9596218017258,91.37604522705078,14510500,0.0,0.0
2017-06-06 00:00:00-04:00,91.11101932429735,91.42333680902475,90.439068118716,90.65674591064453,7030300,0.0,0.0
2017-06-07 00:00:00-04:00,90.88389907566662,91.06371957893022,90.62837113678148,90.94068145751953,6720300,0.0,0.0
2017-06-08 00:00:00-04:00,90.73247698387651,90.96907986899302,90.18355655747492,90.94068145751953,7720300,0.0,0.0
2017-06-09 00:00:00-04:00,90.94068432859032,91.09211364570821,88.68822739056618,89.49267578125,16887100,0.0,0.0
2017-06-12 00:00:00-04:00,88.66930721316706,89.00054983689729,87.82700144687549,88.48948669433594,15610000,0.0,0.0
2017-06-13 00:00:00-04:00,88.96268369163188,90.23087167413942,88.93429250106036,89.98480987548828,8700100,0.0,0.0
2017-06-14 00:00:00-04:00,90.21194458007812,90.85550469381451,89.86176972300721,90.21194458007812,6347000,0.0,0.0
2017-06-15 00:00:00-04:00,89.37911611469984,89.46428969502895,88.51787807067355,89.12358093261719,12793900,0.0,0.0
2017-06-16 00:00:00-04:00,89.25607798238313,89.37911611469984,88.71662364532246,89.12358093261719,14705100,0.0,0.0
2017-06-19 00:00:00-04:00,89.67249270885357,89.7671324179989,89.19928694257993,89.7103500366211,5984300,0.0,0.0
2017-06-20 00:00:00-04:00,89.71034356759304,89.87123178359313,89.27499516047999,89.32231140136719,5626700,0.0,0.0
2017-06-21 00:00:00-04:00,89.5399957719484,89.69141786264066,89.02893267733643,89.47374725341797,5611400,0.0,0.0
2017-06-22 00:00:00-04:00,89.42640723831043,89.44533950898501,88.83963681721984,88.91534423828125,5846500,0.0,0.0
2017-06-23 00:00:00-04:00,89.11411280710527,90.52426395993211,88.85857765142678,90.45801544189453,11637300,0.0,0.0
2017-06-26 00:00:00-04:00,90.66623000604484,91.11103737236539,90.0037375841291,90.1173095703125,6970800,0.0,0.0
2017-06-27 00:00:00-04:00,90.05107894935081,90.23089227086486,89.5589407986158,89.8144760131836,6283600,0.0,0.0
2017-06-28 00:00:00-04:00,90.05107763823517,91.2340923018469,89.58733791185294,91.07320404052734,5571300,0.0,0.0
